msme_id,archetype,true_health,gst_turnover_lakhs_avg,gst_turnover_growth_yoy_pct,gst_filing_delay_days_avg,gst_filing_consistency_pct,upi_aa_avg_monthly_inflow_lakhs,upi_aa_avg_monthly_outflow_lakhs,cash_flow_volatility_cv,bounce_rate_pct,avg_bank_balance_runway_days,epfo_employee_count,epfo_employee_growth_yoy_pct,epfo_pf_compliance_score,epfo_avg_wage_growth_yoy_pct,defaulted_12m,net_margin_pct,revenue_stability_score,cash_flow_health_score,compliance_score,growth_momentum_score,repayment_capacity_score,composite_rule_score
MSME00277,declining,26.9,180.5,15.6,36.7,80.3,250.1,220.0,0.5,10.4,47.0,50,15.3,52.8,-1.7,1,12.0,44.7,52.7,42.3,44.4,45.4,46.3
MSME00278,high_risk_ntc,10.8,59.6,32.2,24.5,58.4,178.1,170.0,0.6,18.2,68.0,48,-0.1,24.4,-1.9,1,4.5,46.1,35.7,28.4,34.8,48.2,38.7
MSME00279,high_risk_ntc,40.7,198.5,7.0,26.7,66.3,202.8,176.7,0.56,14.5,79.0,142,1.0,83.7,-5.4,0,12.9,40.5,47.2,53.5,31.0,59.9,47.2
MSME00280,stable_growth,76.9,257.6,33.3,16.6,71.8,170.5,129.8,0.47,13.2,87.0,158,9.6,69.2,2.0,0,23.9,62.7,59.9,59.1,45.7,72.5,60.7
MSME00281,stable_growth,70.1,386.6,-3.7,20.7,83.2,128.6,116.3,0.76,10.2,93.0,84,43.4,77.3,17.1,0,9.6,48.4,41.9,65.6,85.8,63.1,58.8
MSME00282,stable_growth,86.6,356.7,46.8,9.4,86.7,243.8,146.9,0.22,13.1,97.0,96,3.4,53.2,22.6,0,39.7,79.7,80.7,67.4,68.4,89.9,77.8
MSME00283,stable_growth,71.5,286.8,9.9,16.9,77.7,117.6,91.8,0.57,9.4,63.0,88,19.2,61.6,15.5,0,21.9,49.5,58.6,59.4,69.0,60.6,58.9
MSME00284,declining,35.3,197.4,-1.7,11.3,56.3,112.3,114.8,0.56,14.1,25.0,122,-14.6,43.4,5.0,1,-2.2,34.5,36.3,44.5,34.8,24.2,34.9
MSME00285,seasonal,63.2,311.5,20.5,20.8,76.2,165.0,98.2,0.19,15.8,79.0,67,37.6,85.6,5.6,0,40.5,58.5,79.2,64.5,67.5,82.5,71.0
MSME00286,stable_growth,70.0,363.6,-4.9,22.4,76.3,256.5,201.4,0.56,5.5,86.0,132,28.4,59.0,2.3,0,21.5,45.8,62.6,53.4,57.6,70.1,58.2
MSME00287,seasonal,65.7,199.0,26.3,16.9,60.0,154.1,107.7,0.66,21.7,94.0,144,-2.2,78.1,21.3,0,30.1,53.4,49.3,55.3,63.3,80.6,59.7
MSME00288,declining,29.7,106.9,24.6,12.2,49.5,24.0,20.1,0.38,17.2,30.0,81,7.1,41.7,3.5,0,16.2,44.9,53.3,39.2,46.1,41.7,45.4
MSME00289,stable_growth,71.7,401.9,29.9,27.2,83.5,213.5,138.4,0.4,11.2,51.0,156,18.5,62.0,21.8,0,35.2,72.1,72.8,55.0,76.7,66.5,68.4
MSME00290,credit_invisible_viable,81.6,303.6,-1.0,19.0,52.6,158.9,111.9,0.14,10.4,89.0,112,7.4,69.6,19.8,0,29.6,43.6,78.6,46.2,67.3,78.1,63.3
MSME00291,stable_growth,66.7,163.6,20.1,12.4,78.3,180.2,181.4,0.22,18.8,69.0,104,25.4,84.7,-3.1,0,-0.7,46.4,44.7,71.9,48.9,44.3,51.0
MSME00292,high_risk_ntc,0.0,151.6,7.0,30.6,50.2,71.7,58.0,0.78,21.6,11.0,32,-7.1,25.1,-2.6,1,19.1,36.7,37.0,19.1,29.6,36.0,32.1
MSME00293,stable_growth,87.9,391.7,-3.4,5.1,92.6,194.4,115.6,0.27,2.5,90.0,165,23.5,54.7,6.7,0,40.5,49.1,89.7,74.8,60.3,87.2,73.7
MSME00294,credit_invisible_viable,93.5,228.6,13.6,6.6,79.4,250.5,144.7,0.18,13.0,41.0,100,21.0,47.1,12.1,0,42.2,47.2,82.4,63.0,65.7,66.2,65.7
MSME00295,high_risk_ntc,23.9,196.8,20.3,23.1,68.5,41.5,44.6,0.6,14.7,27.0,96,3.1,34.8,3.9,1,-7.5,49.2,30.2,39.2,44.2,20.6,36.0
MSME00296,high_risk_ntc,0.9,179.7,-1.1,39.8,51.0,55.1,50.5,0.54,19.5,67.0,61,-9.7,31.8,21.2,1,8.3,33.5,39.5,14.9,58.6,51.0,38.5
MSME00297,credit_invisible_viable,64.9,330.0,29.2,13.5,76.6,213.5,165.1,0.34,5.0,104.0,66,12.2,41.2,0.8,0,22.7,65.8,71.8,53.8,45.8,78.8,64.5
MSME00298,credit_invisible_viable,65.1,352.8,48.4,25.3,83.3,137.1,99.1,0.57,12.9,41.0,85,-1.7,54.4,11.2,0,27.7,80.4,59.5,53.5,50.7,56.0,60.5
MSME00299,credit_invisible_viable,66.1,163.2,30.7,14.1,70.2,82.0,53.9,0.23,7.2,63.0,164,37.3,36.8,14.2,0,34.3,53.4,82.2,47.9,78.3,70.9,66.7
MSME00300,credit_invisible_viable,56.9,303.7,30.3,23.4,83.4,201.4,155.1,0.29,12.0,67.0,115,-12.4,46.6,8.3,0,23.0,64.4,66.8,52.1,40.4,63.2,58.7
MSME00301,stable_growth,79.6,308.4,55.5,14.8,68.7,249.4,258.1,0.4,7.0,108.0,78,24.3,87.2,11.9,0,-3.5,81.6,48.0,65.4,67.4,58.6,63.2
MSME00302,declining,40.2,176.2,6.5,32.5,70.0,131.7,134.5,0.68,21.4,44.0,107,-5.2,62.4,-1.4,1,-2.1,38.4,24.8,43.1,32.4,32.4,33.8
MSME00303,declining,20.1,248.2,-10.6,24.0,70.3,28.3,22.7,0.76,22.7,34.0,71,26.4,50.2,4.7,1,19.8,32.7,37.1,45.4,59.5,46.4,43.1
MSME00304,high_risk_ntc,40.5,361.6,19.0,10.6,74.5,178.6,168.2,0.38,14.1,92.0,191,-15.4,40.8,10.5,1,5.8,61.5,48.6,54.7,41.4,59.6,53.5
MSME00305,declining,55.5,414.1,25.8,9.6,90.5,66.8,46.6,0.63,12.0,55.0,118,-7.2,39.1,10.8,1,30.2,70.3,60.2,64.2,46.8,64.0,61.8
MSME00306,seasonal,62.1,396.8,10.2,14.9,65.2,188.7,112.1,0.29,8.9,85.0,93,-9.1,46.8,13.4,0,40.6,58.5,82.6,48.2,49.0,85.0,66.3
MSME00307,credit_invisible_viable,64.6,283.6,1.9,9.1,59.2,119.6,109.8,0.74,15.8,35.0,165,17.1,65.7,18.8,0,8.2,43.8,36.0,56.3,71.9,37.2,47.2
MSME00308,seasonal,58.3,309.8,50.7,24.6,61.3,94.6,90.2,0.25,9.7,62.0,36,-17.1,77.0,15.5,0,4.7,78.5,56.8,49.6,46.8,45.8,56.0
MSME00309,stable_growth,79.9,396.0,33.6,12.1,86.6,172.0,150.4,0.63,6.5,38.0,128,7.5,84.3,11.7,0,12.6,74.1,52.5,76.9,56.9,42.1,60.3
MSME00310,declining,17.7,169.6,-10.4,42.2,64.4,89.7,77.5,0.46,20.7,23.0,158,-33.2,56.3,-3.9,1,13.6,26.6,45.0,30.0,12.0,36.6,31.7
MSME00311,seasonal,62.0,299.2,36.4,6.7,75.5,130.1,99.3,0.76,8.2,88.0,105,14.5,53.0,4.1,0,23.7,68.2,54.5,62.9,51.5,72.7,62.1
MSME00312,stable_growth,71.9,383.3,22.6,19.6,64.5,218.0,187.3,0.52,9.1,73.0,46,3.8,69.8,8.4,0,14.1,65.7,54.9,52.7,50.5,58.3,56.6
MSME00313,seasonal,82.2,337.5,24.4,7.4,88.0,175.3,136.0,0.21,2.9,72.0,108,-11.1,68.7,13.3,0,22.4,63.2,78.3,75.5,47.6,64.8,67.4
MSME00314,seasonal,57.9,202.6,29.0,16.1,58.7,219.2,163.4,0.35,14.8,47.0,162,27.7,60.1,4.6,0,25.5,55.5,63.7,48.4,60.1,56.7,57.1
MSME00315,seasonal,80.0,298.8,3.6,17.2,90.3,213.3,123.1,0.52,17.4,73.0,139,-8.7,93.1,3.6,0,42.3,46.2,66.0,78.4,36.6,79.9,62.9
MSME00316,seasonal,46.8,303.6,20.4,5.6,94.1,103.3,88.0,0.67,16.5,67.0,62,19.2,34.1,-1.6,1,14.8,57.8,42.7,67.5,47.0,56.4,54.1
MSME00317,credit_invisible_viable,73.9,320.7,50.5,19.5,82.2,135.7,121.9,0.38,16.1,96.0,88,0.6,66.5,-2.0,0,10.2,79.2,49.9,61.9,35.1,64.9,58.9
MSME00318,seasonal,63.8,324.0,29.7,35.9,81.4,77.3,49.3,0.44,6.7,17.0,86,35.9,83.1,7.3,0,36.2,65.7,76.7,54.9,68.6,52.8,64.1
MSME00319,high_risk_ntc,17.0,219.2,-5.6,25.5,54.0,115.0,115.1,0.71,18.2,26.0,91,6.7,30.0,-5.2,1,-0.1,33.7,28.5,27.1,34.7,26.4,29.8
MSME00320,high_risk_ntc,32.7,165.5,-1.8,28.8,48.1,101.7,94.0,0.56,10.4,55.0,144,-19.4,42.8,-1.8,1,7.6,31.9,47.3,25.9,23.1,45.2,35.9
MSME00321,declining,47.1,316.2,5.8,32.4,61.9,35.3,33.0,0.26,11.8,57.0,143,-13.4,50.1,4.0,1,6.5,49.1,55.7,33.9,34.3,45.2,44.7
MSME00322,seasonal,56.1,306.1,12.8,19.5,59.5,127.3,117.7,0.31,15.4,75.0,126,19.1,59.0,-1.7,0,7.5,53.0,51.0,45.9,46.8,53.6,50.3
MSME00323,declining,18.1,75.5,-5.2,24.0,47.6,57.6,47.9,0.62,17.5,50.0,31,-12.3,29.2,6.7,1,16.8,22.5,45.0,24.2,38.4,50.8,36.5
MSME00324,credit_invisible_viable,67.8,415.1,38.4,4.0,91.5,254.1,151.4,0.64,4.3,64.0,57,8.8,76.7,15.2,0,40.4,78.8,74.9,83.2,62.2,76.0,75.7
MSME00325,credit_invisible_viable,59.0,228.0,-11.0,26.7,76.4,68.9,49.9,0.72,5.5,53.0,131,30.7,74.4,4.1,0,27.6,30.8,61.5,55.9,61.4,61.0,54.1
MSME00326,credit_invisible_viable,64.6,138.5,36.5,18.2,79.5,88.5,79.8,0.58,4.7,64.0,55,-4.0,74.3,5.7,0,9.8,55.3,53.9,64.3,42.2,50.9,53.9
MSME00327,declining,34.2,115.9,1.0,16.4,60.9,192.6,154.1,0.58,17.1,81.0,78,0.4,40.4,10.0,0,20.0,29.8,49.2,42.1,50.4,66.7,47.6
MSME00328,credit_invisible_viable,50.9,157.0,22.7,23.5,68.3,228.3,166.1,0.61,20.9,44.0,115,23.4,61.9,2.0,0,27.2,47.6,49.7,49.0,54.2,56.8,51.2
MSME00329,seasonal,40.6,228.2,-8.6,19.0,78.0,91.9,57.9,0.38,19.7,54.0,47,17.1,42.2,0.4,1,37.0,32.4,66.4,50.7,48.2,69.3,54.3
MSME00330,credit_invisible_viable,72.8,291.5,45.0,12.9,77.7,148.6,146.1,0.37,2.8,79.0,73,11.0,64.5,18.3,0,1.7,73.2,57.2,63.6,67.6,50.6,61.9
MSME00331,stable_growth,70.8,279.5,43.5,23.7,83.0,218.0,190.4,0.26,16.4,103.0,113,7.6,92.4,16.4,0,12.7,71.3,55.7,68.8,63.0,70.0,65.4
MSME00332,credit_invisible_viable,42.4,289.6,29.7,12.0,64.9,33.3,31.7,0.27,17.9,50.0,117,-26.0,58.2,11.4,0,4.8,62.9,47.9,54.5,36.1,40.8,49.0
MSME00333,high_risk_ntc,41.8,260.3,-13.3,33.5,63.1,45.8,44.7,0.57,6.5,80.0,140,-17.4,38.9,13.8,1,2.4,31.9,46.9,29.5,44.4,51.6,41.0
MSME00334,stable_growth,77.2,356.6,40.1,6.6,63.0,177.4,145.1,0.42,7.3,101.0,146,21.6,74.3,-3.5,0,18.2,75.2,63.3,63.6,46.0,73.8,65.2
MSME00335,credit_invisible_viable,60.9,322.2,27.4,14.0,52.6,246.9,186.7,0.57,16.2,66.0,112,6.6,43.3,18.2,1,24.4,64.0,53.7,40.2,64.8,63.9,56.8
MSME00336,stable_growth,64.5,349.8,-7.5,35.9,72.1,147.1,111.2,0.53,13.1,65.0,78,12.3,46.8,12.4,0,24.4,42.9,58.2,35.8,60.8,63.5,52.1
MSME00337,credit_invisible_viable,76.4,130.7,26.2,27.5,79.8,198.4,136.5,0.43,3.9,69.0,73,32.2,54.2,17.6,0,31.2,47.8,76.1,49.7,79.6,70.8,64.6
MSME00338,stable_growth,77.8,297.2,33.5,17.3,64.6,248.0,260.8,0.49,11.4,71.0,99,-7.3,64.8,13.8,0,-5.2,66.1,39.2,52.7,50.6,41.4,49.4
MSME00339,high_risk_ntc,65.7,103.2,32.0,11.0,75.2,267.5,227.9,0.41,2.8,90.0,131,6.6,80.4,9.8,0,14.8,49.5,65.6,69.7,54.0,66.2,61.6
MSME00340,stable_growth,78.4,335.8,30.5,11.9,80.4,161.1,109.4,0.46,7.4,83.0,137,19.7,80.1,8.7,0,32.1,67.1,72.2,71.8,60.5,77.6,70.4
MSME00341,high_risk_ntc,35.8,208.6,14.3,26.4,46.8,126.3,117.8,0.38,19.4,59.0,22,-13.7,62.5,8.8,0,6.7,46.1,44.0,34.3,40.2,46.2,42.4
MSME00342,credit_invisible_viable,66.3,387.2,44.9,19.2,64.9,260.4,169.3,0.49,10.2,43.0,78,34.5,49.1,6.9,0,35.0,80.8,70.5,45.5,67.3,63.0,65.6
MSME00343,declining,43.2,344.1,34.4,23.2,72.4,59.1,60.6,0.62,11.0,35.0,146,19.9,48.3,13.5,1,-2.5,70.4,37.0,46.5,66.8,28.3,48.3
MSME00344,credit_invisible_viable,74.3,339.6,-19.3,16.9,82.6,240.5,160.5,0.28,13.3,110.0,123,20.0,74.5,-1.6,0,33.3,34.3,73.5,67.1,47.5,90.2,63.8
MSME00345,credit_invisible_viable,80.5,292.0,22.5,14.0,67.2,137.1,109.2,0.38,12.8,75.0,62,40.6,62.9,6.8,0,20.4,58.3,60.8,56.0,70.9,64.4,61.6
MSME00346,high_risk_ntc,22.2,216.4,-0.1,15.0,62.1,112.0,115.3,0.45,21.2,30.0,170,-27.7,44.0,18.7,1,-2.9,37.2,32.5,45.2,44.4,25.8,36.4
MSME00347,seasonal,54.8,213.0,-12.5,16.5,83.1,143.2,123.6,0.36,16.1,96.0,103,6.8,69.3,3.1,0,13.7,28.6,53.2,65.8,45.4,67.8,52.6
MSME00348,declining,30.2,192.8,8.0,34.5,72.2,68.3,61.6,0.33,19.8,57.0,102,4.3,46.1,3.2,1,9.8,40.6,47.7,36.7,44.0,48.0,43.6
MSME00349,stable_growth,81.3,412.1,46.2,6.3,79.8,140.7,102.4,0.61,11.5,91.0,141,-0.7,76.5,4.1,0,27.2,83.7,59.1,74.5,42.2,77.0,68.1
